year,country,updated_at,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Arable land (% of land area),Arable land (hectares per person),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),"Death rate, crude (per 1,000 people)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)",Land area (sq. km),Land under cereal production (hectares),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Net migration,"Official exchange rate (LCU per US$, period average)",Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),"Population, female (% of total population)","Population, total",Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",Rural population,Rural population (% of total population),Surface area (sq. km),"Total reserves (includes gold, current US$)"
1961,fra,2025-04-03 02:52:37 UTC,30.167,61.5224601809,63.0773276646,35.805729355,0.4092599542,18.7,2275.9,65.75,11.3,2.87,123.5897174334,68.97,66806595974.7159,4.8038318144,1394.5355712511,3.7252572107,3.2183332964,2.4004610455,547566.0,9140300.0,73.6,66.8,70.1170731707,0.0,22.4,17.4,27.0,128618.0,4.9370600039,3.2854486948,26.491301042,61.910894044,11.597804914,1.0344688381,51.3971729675,47905982.0,4174.8439683378,200.0,17913484.0,37.393,549086.0,3374550000.0
1961,grc,2025-04-03 02:52:37 UTC,17.593,51.2510556263,69.1233514352,21.6757176106,0.3326962807,17.9,1265.6,60.46,7.6,2.13,56.8088761632,57.8,4892397431.33292,13.2038411489,582.5635035911,12.30979494,1.0963767528,2.10357935,128900.0,1772952.0,72.527,68.21,70.3158536585,0.0,38.0,19.9,45.1,-61102.0,30.0000500247,7.028704422,26.3949150243,66.1152442014,7.4898407743,0.792901847,50.9323247547,8398050.0,6906.3651681045,58.0,3657099.0,43.547,131960.0,267482900.0
1961,hrv,2025-04-03 02:52:37 UTC,43.502,52.2058254186,42.9976748346,21.6776962976,0.2648706745,17.8,3972.1,72.6,9.1,2.218,151.4207920792,77.04,25650213279.6781,-21.0886706622,5369.1097859068,-19.6019000091,99.2954217925,50.0,55910.0,594024.0,69.064,63.434,66.1803414634,0.0,19.3,13.1,22.1,-6567.0,0.26329825,2.0211053479,26.9215378885,65.7005081418,7.3779539696,0.6526917691,53.0290922514,4167292.0,8238.9640497065,37.7,2873765.0,68.96,56540.0,166800000.0
1961,hun,2025-04-03 02:52:37 UTC,51.56,52.4474951546,78.665037761,57.6854731231,0.5178815196,14.0,1857.5,59.77,9.6,1.94,41.4360800924,70.05,4870283626.18043,4.7,474.880214413,4.2265318759,0.9808500175,3.3879781418,90040.0,3324307.0,71.2,66.78,68.936097561,0.0,45.5,27.5,51.2,-1177.0,59.999999999,4.7756552643,25.1380302834,65.5963561013,9.2656136153,0.453239644,51.7281531476,10029321.0,598.2458832457,6.0,4379303.0,43.665,93030.0,1815690371.9700897
1961,irl,2025-04-03 02:52:37 UTC,8.492,73.106790047,66.1634489766,9.45855712,0.2307038663,21.2,3141.5,115.94,12.3,3.78,310.9898710866,42.77,2151772979.96956,5.0161691153,761.85135957,5.1723325164,2.5239220962,2.7569993586,68890.0,435435.0,71.598,67.85,69.6782926829,0.0,29.2,20.1,33.8,-22237.0,0.3571429994,0.0435476847,30.9625561012,57.7678101245,11.2696337743,-0.1485936944,49.7409275064,2824400.0,17348.8174479535,49.0,1542320.0,54.607,70280.0,342337293.5
1961,ita,2025-04-03 02:52:37 UTC,19.132,52.9246639424,70.3240284247,43.7319370304,0.2545098726,18.4,2181.5,93.68,9.3,2.44,67.7950552014,85.93,46649487320.42249,8.2072459138,923.0877837521,7.4864188391,2.7821588821,2.0506973128,294110.0,6387203.0,72.48,67.17,69.7602439024,0.0,42.6,23.5,49.8,-129761.0,625.000000625,9.3366427527,24.9532274249,65.3916748926,9.6550976825,0.6683828744,51.5219415741,50536350.0,3611.2619926053,182.5,20287312.0,40.144,301340.0,3809235500.0
1961,ltu,2025-04-03 02:52:37 UTC,19.52,54.8224686276,54.068283344,46.02744097,0.7797057064,22.2,1933.2,47.87,7.9,2.53,54.0727902946,102.78,7921210339.584389,-5.6756629972,2182.691569315,-5.8359881976,228.3367817664,1020.6205652435,62680.0,1141182.0,73.56,66.81,70.1026829268,0.0,21.3,7.2,27.1,2550.0,1.77275,0.7019783025,27.2820845208,64.5900934669,8.1278220123,1.6065749595,53.792152309,2823550.0,4178.2496431191,15.46,1681622.0,59.557,65300.0,107287429.898456
1961,lux,2025-04-03 02:52:37 UTC,24.154,47.6644094496,49.7191644073,24.0827202598,0.1421040568,16.1,5328.8,112.82,11.4,2.37,267.4677419355,87.7,710163719.406917,3.8299831217,2241.3600322142,2.8878467413,-3.6586105705,0.4824335906,2574.46,28680.0,72.214,66.46,69.2668292683,0.0,30.1,16.6,35.5,1969.0,50.000000049,0.3884309719,21.5058386177,67.7211688615,10.7729925208,0.9115255365,50.626064911,316845.0,3156.1173444429,1.0,95285.0,30.073,2590.0,160844597.513581
1961,lva,2025-04-03 02:52:37 UTC,23.292,49.4807670274,40.6575923634,27.1264885018,0.6456701467,16.7,1641.2,71.11,10.1,1.94,99.5260663507,128.96,5608208784.9401,-12.5952217916,2256.7736038705,-12.1807171746,162.5847396354,951.6961948708,62227.0,696700.0,73.92,66.33,70.0324390244,0.0,15.3,7.5,20.8,12364.0,0.7364666667,0.3535442814,22.4420345467,66.8982279317,10.6597375217,1.4836267511,55.6270072614,2152681.0,6479.6518277285,16.94,997488.0,46.337,64594.0,526398066.08812094
1961,mlt,2025-04-03 02:52:37 UTC,15.234,73.4749934664,56.25,53.125,0.0522674865,23.6,1360.4,82.2,9.0,3.27,25.1176470588,65.28,250728789.959988,2.4539936123,828.4447049727,2.4370702569,0.6331929136,2.511321531,320.0,3649.0,68.597,67.458,68.0136097561,0.0,34.4,19.0,38.5,-5099.0,0.3571429994,3.125,35.0306862507,57.6451155136,7.3241982357,-0.3988958956,52.8437444272,325250.0,155.2651806303,0.0505,32301.0,9.931,320.0,59300000.0
1961,nld,2025-04-03 02:52:37 UTC,16.029,63.4412516042,68.0361374408,29.3838862559,0.085232799,21.3,3691.4,48.34,7.6,3.22,473.8911290323,43.19,14599836396.388,0.2955466727,1254.4202826213,-1.0149975725,5.2640581811,1.3076393668,33760.0,521762.0,75.85,71.56,73.6526829268,0.0,16.0,13.0,20.3,8258.0,3.6500000027,1.0367298578,29.6718721339,61.1840680312,9.1440598349,1.3152945882,50.1965528188,11638712.0,945.1217626143,11.0,4653157.0,39.98,41530.0,1962252519.4913695
1961,pol,2025-04-03 02:52:37 UTC,37.995,64.8533713377,66.3488850436,52.0552417643,0.5321051929,20.9,1782.4,109.68,7.6,2.83,55.989713999,90.87,65977748210.5263,-7.015578793,1731.2095094382,-7.3447909962,55.2559947975,1.099999999,306290.0,9045900.0,70.8,64.9,67.7780487805,0.0,53.4,18.7,60.0,-20044.0,0.0004,0.7574520879,33.3772614082,60.6599681648,5.9627704271,1.0957896747,51.5971596637,29964000.0,1788.8132425577,53.6,15423370.0,51.473,312690.0,1223020000.0
1961,prt,2025-04-03 02:52:37 UTC,25.085,59.0167064031,42.349726776,27.3989071038,0.2807605868,24.4,784.8,104.81,11.2,3.21,55.1148783406,71.51,3573719084.53354,5.5349034757,400.2231620578,4.6886685469,1.4117658243,1.5489969699,91500.0,1889916.0,65.501,59.967,62.6665121951,0.0,82.1,27.2,110.0,-112768.0,28.7500000288,5.7923497268,29.114867966,62.8864760368,7.9986559972,0.8050852637,52.1501232959,8929316.0,4255.6451132427,38.0,5773339.0,64.656,92120.0,693999000.0
1961,rou,2025-04-03 02:52:37 UTC,61.44,53.742393873,63.3889033603,42.7758965008,0.5310087442,17.5,1509.8,63.03,8.7,2.17,33.5126357455,63.75,38067567567.5676,-12.9182107298,1658.758739,-12.1584413413,195.003978593,230.6224949002,230340.0,7029100.0,67.53,64.303,65.8771463415,0.0,67.4,16.4,79.6,-54642.0,0.0006,2.3443605105,27.9745451679,65.0438696912,6.9815851409,0.8026901922,51.4053104481,18555250.0,2283.9897064173,42.38,12080581.0,65.106,238390.0,470558568.453694
1961,svk,2025-04-03 02:52:37 UTC,48.23,62.7448209296,50.8523908524,32.474012474,0.293316533,20.8,3775.8,98.91,7.5,2.96,61.6869398207,138.03,12915046978.1615,-14.5738038463,2437.1751701084,-14.6399599725,34.6071400834,9.8935051977,48100.0,834438.0,73.017,68.54,70.723902439,0.0,29.3,12.4,34.7,4812.0,30.7695833333,1.0187110187,31.4774634904,61.4458866205,7.0766498891,2.9923675928,50.5507076841,4191667.0,2366.0616621959,12.6,2768470.0,66.047,49030.0,919587370.951195
1961,svn,2025-04-03 02:52:37 UTC,33.865,53.6323746394,28.0039721946,9.9304865938,0.1001754071,18.2,3230.1,91.69,8.8,2.27,316.775,90.16,19832029087.1272,-8.9001079301,9925.1407104468,-8.9578817561,94.9277875541,42.6229527318,20140.0,114161.0,72.0,66.1,68.9780487805,0.0,15.3,10.5,17.8,-306.0,27.5712,1.7874875869,27.2096268318,65.0904708786,7.6999022897,0.5921024606,53.4769795374,1594131.0,9351.3742563228,18.67,1130127.0,70.893,20270.0,112252402.588776
1961,swe,2025-04-03 02:52:37 UTC,34.43,51.2841858092,10.4016377485,8.712629778,0.4719416149,13.9,2812.7,82.54,9.8,2.21,85.3347421809,93.33,17329819493.9904,5.6812927887,2304.4978860354,5.1846186872,2.9373783504,2.1579731098,407339.7,1383378.0,75.39,71.65,73.4743902439,0.0,16.0,12.8,19.2,14401.0,5.1732100042,0.0098198138,21.9562410817,66.1007578658,11.9430010525,0.4710813773,50.1119681149,7519998.0,22739.3677498318,171.0,2008215.0,26.705,447420.11,731316450.0
1961,tur,2025-04-03 02:52:37 UTC,162.972,86.5266100432,47.4474747606,29.9013811832,0.7903022737,44.24,989.4,27.81,17.023,6.352,3.2496849607,27.33,7988888888.888889,1.1560693854,274.3508909433,-1.5859849159,4.3734004396,3.1728569971,769630.0,12865300.0,54.618,48.771,51.55,0.0,166.1,63.6,249.2,-26187.0,9.02e-06,2.7987474501,42.1735572201,53.6116552913,4.2147874886,2.7481341991,49.0894335903,29119238.0,7795.5336605992,227.0,19782446.0,67.936,785350.0,195570000.0
1962,aut,2025-04-03 02:52:37 UTC,55.756,54.4818799915,42.7896267571,20.3708191953,0.235768873,18.7,2568.4,89.47,12.7,2.8,172.6264128495,76.95,7793042529.159919,2.648675113,1093.0141906157,2.0214696668,3.3402032144,4.3817986385,82520.0,897794.0,72.48,66.29,69.3095121951,0.0,32.9,21.9,38.0,1509.0,26.000000025,0.7876878333,22.6643256215,64.7325108537,12.6031635248,0.6128958478,53.3540479739,7129864.0,7714.0321330112,55.0,2505220.0,35.137,83879.0,1081957340.0
1962,bel,2025-04-03 02:52:37 UTC,24.194,56.5456513342,45.811492434,28.4178947021,0.1088868832,16.8,8021.4,100.51,12.2,2.59,326.2223557692,98.39,13436827166.5187,5.2120035093,1457.2651699838,4.7940345177,1.6676919465,1.4046070354,30333.0,313300.0,73.18,67.4,70.2195121951,0.0,27.0,17.9,31.2,14829.0,50.000000049,0.6791283421,23.8381037549,63.8791325659,12.2827636792,0.3980547868,51.0634304616,9220578.0,1301.4368513557,12.0,675039.0,7.321,33120.0,1756067570.04839
1962,bgr,2025-04-03 02:52:37 UTC,65.746,49.8311233109,51.3875079092,37.5485853747,0.5184110813,16.7,1822.0,99.61,8.7,2.24,36.3001925855,103.13,19839230769.2308,4.90016186,2238.8029578657,4.5511442295,2.8209383683,2.7,110630.0,2451390.0,71.3,67.77,69.4919512195,0.0,36.7,14.8,44.2,499.0,0.00117,3.471029558,25.4451773623,66.7418093047,7.813013333,0.8752590336,50.051365298,8012946.0,2620.7589568181,21.0,4768184.0,59.506,110990.0,670207829.90459
1962,cyp,2025-04-03 02:52:37 UTC,26.23,72.1868827116,43.5064935065,35.3896103896,0.543671629,25.346,1157.6,165.79,9.425,3.51,59.9266055046,73.64,489912542.329518,20.2662921731,976.3298339844,21.2448763265,8.0287444202,0.1031991744,9240.0,137794.0,69.083,62.121,65.424,0.0,35.4,6.1,38.0,-3441.0,0.3571429994,7.5757575758,35.7926597619,58.0764815272,6.1308587109,0.9945110289,50.9022137614,601466.0,1296.8314085917,0.78,380884.0,63.326,9250.0,52350000.0
1962,cze,2025-04-03 02:52:37 UTC,41.098,52.3088144115,55.4160735085,43.1215219361,0.3225601908,13.9,4019.5,95.63,10.8,2.12,91.9276710684,125.48,41016881802.4843,-11.6149423495,3969.3673354379,-11.4025060103,36.192388574,11.0865000722,77270.0,1613589.0,72.86,66.86,69.7868292683,0.0,20.9,10.4,24.2,-6886.0,29.1528333333,0.996505759,24.4662090004,65.6560780486,9.877712951,0.3956944905,51.5124001559,9624660.0,1273.0091564693,13.15,3796447.0,39.445,78870.0,4551181360.14625
1962,deu,2025-04-03 02:52:37 UTC,46.791,51.3693820189,55.5466445164,34.9010397273,0.1646048085,17.8,2962.2,89.99,11.9,2.44,291.7869511695,79.13,105895435234.343,4.6234709572,1430.5209551626,3.707412953,3.957266482,2.843270198,349130.0,7145685.0,72.583,67.148,69.7992195122,0.0,23.5,14.4,27.2,276505.0,4.000000003,1.4493168734,22.0333376204,66.0635580065,11.903104373,0.8794316915,53.3086772894,74025784.0,1445.442306967,107.0,20903401.0,28.238,356970.0,6964883190.0
1962,dnk,2025-04-03 02:52:37 UTC,40.212,54.2990649552,78.525,69.325,0.5966357318,16.7,3750.6,55.49,9.8,2.55,155.2495492247,66.68,7953274741.293029,5.6668221727,1711.2181376602,4.8474469661,6.6359046925,7.3778195482,40000.0,1541998.0,74.43,70.31,72.3197560976,0.0,20.2,15.5,23.8,3900.0,6.9071400059,0.25,24.246670283,64.8091960631,10.9441336539,0.7784549216,50.4072863777,4647727.0,1290.9536209851,6.0,1157609.0,24.907,42920.0,255803820.0
1962,esp,2025-04-03 02:52:37 UTC,11.211,55.9825123453,66.4932570331,32.6063467926,0.5252814927,21.1,1278.7,44.54,8.7,2.8,46.1577074129,36.15,16609632790.5843,9.953438103,535.3910594545,8.9464702898,6.0958416235,5.7064771927,499780.0,7252920.0,72.08,67.08,69.5190243902,0.0,42.9,21.3,49.3,-45211.0,60.000000059,9.0759934371,27.4334586266,64.1097498847,8.4567914887,0.9200322865,51.3660891289,31023366.0,3584.3950653195,111.2,12934262.0,41.692,505990.0,1045887990.0
1962,est,2025-04-03 02:52:37 UTC,20.707,51.7417112437,32.4133050248,26.3033734371,0.7272888563,16.1,1403.8,80.74,10.9,1.95,101.0852017937,114.08,4013091682.2914,-7.9998435944,2685.9088928736,-7.5366944589,132.5704289521,89.8119490277,42390.0,426051.0,72.643,65.124,68.791804878,0.0,17.8,10.5,22.5,8248.0,13.22275,0.2830856334,23.3373705461,65.9014367916,10.7611926623,1.3415695596,55.5199804101,1241623.0,8290.4406848648,12.71,508171.0,40.928,45230.0,197501539.80639896
1962,fin,2025-04-03 02:52:37 UTC,23.944,57.7279789071,9.1437670311,8.7957582324,0.5964898141,18.1,1363.6,56.57,9.5,2.68,88.0612892389,85.13,6407796042.703569,2.9819455361,1426.6675637882,2.2840485666,3.9739449889,4.3839827817,304590.0,1059191.0,72.24,65.09,68.577804878,0.0,19.5,14.7,23.8,-6852.0,3.2000000022,0.0032831019,29.0659134603,63.4002863707,7.533800169,0.6799953998,51.7735590132,4491443.0,23823.0786854024,107.0,1924044.0,42.838,338150.0,304091800.0
1962,fra,2025-04-03 02:52:37 UTC,28.837,61.1454220605,62.8965275419,35.6669333012,0.4035998211,18.6,2689.7,83.29,11.2,2.89,134.4813620072,78.65,74888595285.8833,6.8716988352,1547.6202590223,5.8037794945,4.8898895051,5.3312800707,547566.0,9408120.0,73.9,66.9,70.3146341463,0.0,21.4,16.3,25.7,141634.0,4.9370600039,3.26901232,26.2158912107,62.0557499218,11.7283588676,1.0042796892,51.3572711695,48389516.0,4133.1266880206,200.0,17667496.0,36.511,549086.0,4053563700.0
1962,grc,2025-04-03 02:52:37 UTC,17.898,51.16747169,69.06128782,22.2110162917,0.3388874336,18.0,1380.0,49.36,7.9,2.16,69.1617184771,49.65,5140542929.42067,0.3648108218,608.4755154623,-0.2313620467,4.6901424024,-0.475428291,128900.0,1758547.0,72.419,68.194,70.2549756098,0.0,37.3,20.0,43.9,-74972.0,30.000000029,6.5089216447,26.121766578,66.1517971113,7.7264363106,0.5957771033,50.9366278565,8448233.0,6865.3409535461,58.0,3604016.0,42.66,131960.0,286669630.0
1962,hrv,2025-04-03 02:52:37 UTC,41.557,52.1424298781,42.9976748346,21.6776962976,0.2648706745,17.2,3972.1,72.6,10.0,2.196,151.4207920792,77.04,25650213279.6781,-21.0886706622,5369.1097859068,-19.6019000091,99.2954217925,50.0,55910.0,594024.0,69.466,63.615,66.4691463415,0.0,19.3,13.1,22.1,-2176.0,0.26329825,2.0211053479,26.7646475429,65.7278800963,7.5074723608,0.7034937175,52.9221871133,4196712.0,8238.9640497065,37.7,2853722.0,67.999,56540.0,166800000.0
1962,hun,2025-04-03 02:52:37 UTC,46.619,52.2395250098,77.8938013775,57.676071984,0.5160144365,12.9,2042.3,61.41,10.8,1.79,52.8555469954,71.16,4870283626.18043,6.1,474.880214413,5.7582080882,-0.5864875468,3.3879781418,90020.0,3344059.0,70.14,65.7,67.8658536585,0.0,43.9,27.0,49.2,-1738.0,59.999999999,4.7767162853,24.8113404704,65.685967859,9.5026916705,0.322661285,51.7012216862,10061734.0,596.3186862225,6.0,4350895.0,43.242,93030.0,1815690371.9700897
1962,irl,2025-04-03 02:52:37 UTC,9.98,72.7866968774,66.9719843228,9.3888808245,0.2280636801,21.8,3330.8,117.27,11.9,3.92,358.6348175634,43.06,2329372971.89171,3.2164444274,821.3441130769,2.7924492307,4.8802436753,4.2637271215,68890.0,432097.0,72.11,67.973,69.9910487805,0.0,28.1,19.2,32.5,-17438.0,0.3571429994,0.0435476847,30.8829556678,57.874840345,11.2422039873,0.411628632,49.7531162866,2836050.0,17277.5515241269,49.0,1542726.0,54.397,70280.0,359296150.3
1962,ita,2025-04-03 02:52:37 UTC,18.591,52.7456339509,70.2186256843,43.5041311074,0.251476775,18.4,2225.3,94.43,10.0,2.46,69.3624853458,86.9,52413872628.00449,6.2036504579,1030.1580034376,5.4874777698,5.7937299159,4.6911436074,294110.0,6485855.0,71.89,66.54,69.1497560976,0.0,40.9,23.0,47.6,-25840.0,625.000000625,9.4352453164,24.7428944402,65.468319841,9.7887857188,0.6766229897,51.5212757115,50879450.0,3586.9098427754,182.5,20171158.0,39.645,301340.0,4072606720.0
1962,ltu,2025-04-03 02:52:37 UTC,17.365,55.5104414968,54.068283344,46.02744097,0.7797057064,20.9,1933.2,47.87,8.7,2.45,54.0727902946,102.78,7921210339.584389,-5.6756629972,2182.691569315,-5.8359881976,228.3367817664,1020.6205652435,62680.0,1141182.0,72.44,65.91,69.0953658537,0.0,21.3,7.2,27.1,2899.0,1.77275,0.7019783025,27.4479622008,64.3043732201,8.2476645791,1.3997309541,53.6842946398,2863350.0,4178.2496431191,15.46,1676921.0,58.565,65300.0,107287429.898456
1962,lux,2025-04-03 02:52:37 UTC,24.676,48.4534460176,49.7191644073,24.0827202598,0.1421040568,16.0,5328.8,112.82,12.6,2.37,267.4677419355,87.7,747846862.2096729,1.3586776709,2331.5568580192,0.124677246,3.8946676762,0.8959466473,2574.46,28680.0,71.5,64.872,68.1051707317,0.0,28.6,16.6,33.6,2014.0,50.000000049,0.3884309719,21.7411775011,67.3613294479,10.897493051,1.2249308188,50.6697908976,320750.0,3117.6929072486,1.0,94804.0,29.557,2590.0,160844597.513581
1962,lva,2025-04-03 02:52:37 UTC,22.736,49.7844123245,40.6575923634,27.1264885018,0.6456701467,16.1,1641.2,71.11,10.8,1.91,99.5260663507,128.96,5608208784.9401,-12.5952217916,2256.7736038705,-12.1807171746,162.5847396354,951.6961948708,62227.0,696700.0,73.19,65.85,69.4304878049,0.0,15.3,7.5,20.8,12344.0,0.7364666667,0.3535442814,22.5592440951,66.7626134992,10.6781424058,1.3338093166,55.4459914475,2181586.0,6479.6518277285,16.94,993516.0,45.541,64594.0,526398066.08812094
1962,mlt,2025-04-03 02:52:37 UTC,15.027,71.475461909,53.125,50.0,0.0493979623,23.2,1373.3,81.45,8.8,3.24,26.625,64.17,250728789.959988,2.4539936123,828.4447049727,2.4370702569,0.6331929136,0.168674699,320.0,3699.0,70.3,66.563,68.3859268293,0.0,33.3,19.0,37.3,-5360.0,0.3571429994,3.125,34.2095110722,58.3174603655,7.4730285623,-0.4159291215,52.8288470383,323900.0,155.9123186169,0.0505,32364.0,9.992,320.0,66700000.0
